, , , , , , , , , ,CPU,CPU,CPU,CPU,MEMORY,MEMORY,MEMORY,HDD,HDD,HDD,HDD,HDD,HDD,UPS,UPS,UPS,WINDOWS,WINDOWS,WINDOWS,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,EDC_BCA,EDC_BCA,EDC_BCA,EDC_BCA,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MTI,EDC_MTI,EDC_MTI,EDC_MTI,PREVENTIF,PREVENTIF,PREVENTIF
200,200,Succes,2025-09-28 09:24:14,2025-09-28 09:24:27,G026,FQZ5,RUKO BOULEVARD CITRA RAYA/,02,10.43.20.3,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,34,57,4 GB,4 GB,Seagate BarraCuda 120 SSD ZA500CM10003,747 GB,159 GB,588 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",G9MN7-JTFBT-JPW6T-8QCKQ-GF4C4,"6/30/2025, 10:59:52",1000 MB/s,0 hari 3 jam 1 menit,62,0 Menit,"""10.43.20.3""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.20.2 COM8,6,0,ONLINE-2025-09-28 09:12:12,NEM:Y(60)|PC2:1-Y|PCO:N|E02:10.43.20.2 COM9,4,0,ONLINE-2025-09-28 07:21:49,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
200,200,Succes,2025-09-28 09:24:14,2025-09-28 09:24:31,G026,T8YC,CISEREH/,02,10.43.229.3,Microsoft Windows 10 Pro,32-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,25,56,4 GB,4 GB,ADATA SU800,797 GB,198 GB,599 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",Q4D63-2MNJY-28K4X-BPPX4-PPQGR,"3/23/2021, 15:35:42",1000 MB/s,0 hari 3 jam 3 menit,57,3.09 Menit,"""10.43.229.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.229.2 COM8,2,0,ONLINE-2025-09-27 19:56:32,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.229.2 COM9,10,0,ONLINE-2025-09-26 19:34:05,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
200,200,Succes,2025-09-28 09:24:14,2025-09-28 09:24:35,G026,TQYO,AHMAD YANI SEPATAN/,02,10.43.54.227,Microsoft Windows 10 Pro,32-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,0,60,4 GB,4 GB,ADATA SU900,758 GB,130 GB,628 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",82CFF-MNPGH-C6Q4H-798TM-B4G6R,"1/1/1601, 00:00:00",1000 MB/s,0 hari 3 jam 0 menit,56,1.14 Menit,"""10.43.54.227"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.54.227 COM8,8,0,ONLINE-2025-09-28 07:48:09,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.54.227 COM9,2,0,ONLINE-2025-09-28 07:10:18,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
200,200,Succes,2025-09-28 09:24:14,2025-09-28 09:24:35,G026,TGSP,SOLEH ALI RAYA/,02,10.43.116.3,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,0,31,8 GB,8 GB,ADATA SX6000LNP,758 GB,228 GB,530 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",32GFT-RN746-86CYR-67YB7-CYVJ6,"6/16/2023, 10:43:54",1000 MB/s,0 hari 0 jam 1 menit,48,0 Menit,"""10.43.116.3"",""172.31.31.2""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.116.2 COM8,24,14,ONLINE-2025-09-27 18:50:10,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.116.2 COM9,3,0,ONLINE-2025-09-27 19:16:35,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
200,200,Succes,2025-09-28 09:24:14,2025-09-28 09:24:37,G026,TBL8,BERINGIN RAYA/,02,10.43.209.163,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,20,33,8 GB,8 GB,Samsung SSD 860 EVO 500GB ATA Device,746 GB,139 GB,608 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",3NFR4-XFJB2-8BV3X-4CKR7-R9CKF,"11/25/2024, 12:55:15",1000 MB/s,0 hari 3 jam 1 menit,65,1.04 Menit,"""10.43.209.163""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.209.162 COM8,6,0,ONLINE-2025-09-28 08:26:33,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.209.162 COM9,1,0,ONLINE-2025-09-28 07:14:16,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:25:07,G026,TONH,DEWI SARTIKA,02,10.43.217.99,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,8,41,8 GB,8 GB,ADATA SX6000PNP,750 GB,301 GB,449 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",2Y8TG-XNWD3-Y3KBK-GBTJ6-C9X86,"9/17/2024, 08:27:21",1000 MB/s,0 hari 2 jam 56 menit,36,0.92 Menit,"""10.43.217.99"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.217.99 COM8,6,0,ONLINE-2025-09-26 19:52:43,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.217.99 COM9,2,0,ONLINE-2025-09-27 09:53:12,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,F6LG,INDSUTRI RAYA,02,10.43.32.3,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,FD0C,AYODHYA SQUARE BLOK G,02,10.43.48.3,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,FJ0O,RUKO BIZPOINT BOULEVARD R2,02,10.43.41.35,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,T26G,PINANGSIA/,02,10.43.125.3,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,T8ZZ,OTONOM TALAGASARI/,02,10.43.236.35,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Succes,200,Succes,2025-09-28 09:25:23,2025-09-28 09:25:52,G026,TDUH,TELESONIK/,02,10.43.213.227,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,37,30,8 GB,8 GB,ADATA SX6000LNP,758 GB,184 GB,574 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",YYK2H-HRNKK-T2GJG-9BFCD-C38GG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 0 jam 51 menit,65,1.04 Menit,"""10.43.213.227"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.213.226 COM8,10,0,ONLINE-2025-09-27 17:21:11,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.213.226 COM9,2,0,ONLINE-2025-09-27 15:53:26,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.213.226 COM9,0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'
"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TFUP,PERGUDANGAN DAAN MOGOT/,02,10.43.29.227,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TFVT,PERGUDANGAN ERA PRIMA,02,10.43.47.163,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TH5Z,HYBRID BINUS ALAM SUTRA,02,10.43.16.131,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TL4U,GLOBAL MANSION/,02,10.43.214.195,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TJON,RAYA CISOKA ADIYASA,02,10.43.121.131,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TLXX,KAYU AGUNG/,02,10.43.123.99,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TSZ5,KEDAUNG BARAT 15,02,10.43.41.131,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TVCD,KOSAMBI SEPATAN/,02,10.43.211.163,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TYBB,PAKU HAJI/,02,10.43.46.227,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TYHO,RAYA PAKUHAJI KM 1,02,10.43.215.163,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
Listener NOK,404,Listener NOK,2025-09-28 09:25:23,2025-09-28 09:26:33,G026,TXXI,RAYA SERANG KM.13,02,10.43.102.67,,,,,NaN,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
200,200,"NOK SE,Mohon copykan SE.dll",2025-09-28 09:23:14,2025-09-28 09:23:15,G026,TIQV,ARIA JAYA SANTIKA 19,03,10.43.214.36,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-",0,"'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-","'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:22,G026,TMTH,GATOT SUBROTO 35,03,10.43.221.229,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,4,31,8 GB,8 GB,ADATA LEGEND 850,781 GB,106 GB,675 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",7Q2RN-7KQT8-8WR7J-4VC6F-BY6PT,"5/27/2025, 13:42:39",1000 MB/s,0 hari 2 jam 53 menit,43,0.33 Menit,"""10.43.221.229""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.221.229 COM8,2,0,ONLINE-2025-09-24 09:50:39,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.221.229 COM9,1,0,ONLINE-2025-09-27 07:26:59,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:23,G026,TC48,PURI PERMAI,03,10.43.124.229,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,2,34,8 GB,8 GB,ADATA SX6000LNP,807 GB,220 GB,586 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",7N6KT-X7KHJ-CXVJJ-G2YY8-JFHJ6,"8/10/2023, 11:03:08",1000 MB/s,0 hari 21 jam 29 menit,43,0.35 Menit,"""10.43.124.229"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.124.227 COM6,8,0,ONLINE-2025-09-28 06:37:44,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.124.229 COM9,5,0,ONLINE-2025-09-28 07:15:19,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:23,G026,T0VD,RUKO PORIS PARADISE EKLUSIFE,03,10.43.30.5,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7,37,8 GB,8 GB,ADATA SX6000LNP,758 GB,167 GB,591 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",NRF2G-8982Q-GF79W-PY3RG-3V7J6,"2/2/2023, 17:27:36",1000 MB/s,2 hari 19 jam 5 menit,57,2.1 Menit,"""10.43.30.5"",""172.31.31.1""","'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:24,G026,TNCT,BOULEVARD CITRA RAYA/,03,10.43.53.100,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,4,36,8 GB,8 GB,ADATA SX6000PNP,750 GB,194 GB,556 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",6B64R-NMC8X-F446W-3T2YQ-FM6PT,"11/14/2024, 13:44:05",1000 MB/s,0 hari 3 jam 16 menit,50,0.42 Menit,"""10.43.53.100""",NEB:Y(60)|PC1:0 N|PCO:N|E01:10.43.53.98 COM8,1,0,ONLINE-2025-09-27 10:35:51,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.53.98 COM9,1,0,ONLINE-2025-09-27 18:22:36,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:25,G026,FDW1,SPBU MH THAMRIN,03,10.43.16.36,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,10,30,8 GB,8 GB,ADATA SX6000PNP,807 GB,166 GB,641 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",93NY8-BBX8Q-2FXTY-27J8F-7H7J6,"7/19/2024, 21:11:53",1000 MB/s,0 hari 5 jam 19 menit,51,1.35 Menit,"""10.43.16.36""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.16.36 COM8,14,4,ONLINE-2025-09-27 22:05:24,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.16.36 COM9,1,0,ONLINE-2025-09-28 07:13:23,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.16.34 COM9,1,0,ONLINE-2025-09-28 07:13:38,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TI0D,RUCO CORDOBA,03,10.43.136.69,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,0,30,8 GB,8 GB,ADATA SX6000LNP,758 GB,316 GB,441 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",JFNQD-QH2MT-JPWMY-BKRHX-7XM6G,"5/8/2024, 14:05:24",1000 MB/s,0 hari 3 jam 2 menit,41,0.42 Menit,"""10.43.136.69""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.136.69 COM8,6,0,ONLINE-2025-09-27 21:00:44,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.136.69 COM9,0,6,OFFLINE-2025-09-27 20:58:39-TIDAK TERIMA RESPONSE DARI EDC,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TS3E,HYBRID TALAGA BESTARI/,03,10.43.209.37,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,14,33,8 GB,8 GB,ADATA SX6000LNP,801 GB,212 GB,589 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",N66HR-4H23T-T9Y9T-8BDG4-3DB6G,"1/25/2024, 16:42:17",1000 MB/s,0 hari 6 jam 14 menit,59,0.5 Menit,"""10.43.209.37"",""172.31.31.3""","'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T1OL,ACADEMIA PAVILION/,03,10.43.25.4,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,1,35,8 GB,8 GB,ADATA SX6000LNP,807 GB,288 GB,519 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HGtFiOqEtAgAgNr4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",8B2NW-8YQQR-HWCKY-GHBMP-MP22T,"1/25/2024, 16:42:17",1000 MB/s,0 hari 3 jam 28 menit,46,0.49 Menit,"""10.43.25.4"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.25.2 COM5,0,3,OFFLINE-2025-09-11 06:43:06-THE PORT COM5 DOES NOT EXIST.,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.25.2 COM6,0,3,OFFLINE-2025-07-23 09:53:19-RESPONSE DARI EDC BLANK,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.25.2 COM6,1,0,ONLINE-2025-09-28 09:15:34,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,FB4T,SPBU CITRA RAYA/,03,10.43.212.100,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10105 CPU @ 3.70GHz,10,41,8 GB,8 GB,ADATA SX6000LNP,758 GB,243 GB,514 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",TCVNB-HMFWR-HYTCH-CXDCT-RRHJ6,"10/16/2024, 09:39:21",1000 MB/s,0 hari 2 jam 35 menit,57,0.61 Menit,"""10.43.212.100""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.212.100 COM8,2,1,ONLINE-2025-09-27 16:11:59,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.212.100 COM9,1,0,ONLINE-2025-09-27 15:04:27,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.212.98 COM9,1,0,ONLINE-2025-09-27 15:05:05,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TPH0,GRAVITAS LAVON,03,10.43.21.68,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,2,38,8 GB,8 GB,ADATA SX6000LNP,807 GB,225 GB,582 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",GH62D-NFFMD-VDMBW-MWGC9-FRHJ6,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 54 menit,54,0.5 Menit,"""10.43.21.68""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.21.68 COM8,10,0,ONLINE-2025-09-28 08:59:25,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.21.68 COM9,0,1,OFFLINE-2025-09-16 19:53:37-TIDAK TERIMA RESPONSE DARI EDC,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.21.66 COM9,8,0,ONLINE-2025-09-27 20:17:56,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T7X2,MAULANA HASANUDIN/,03,10.43.216.165,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,6,38,8 GB,8 GB,ADATA LEGEND 850,758 GB,260 GB,498 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HItFiCnFpAgAgOi4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",CF7DN-K6J64-VH9R7-XCFGX-FRHJ6,"11/15/2024, 13:52:06",1000 MB/s,0 hari 3 jam 7 menit,63,0.6 Menit,"""10.43.216.165""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.216.162 COM8,24,6,ONLINE-2025-09-28 08:48:46,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.216.165 COM9,2,0,ONLINE-2025-06-03 03:40:43,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.216.165 COM9,3,1,ONLINE-2025-09-28 09:05:44,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TEEJ,PLUS ECO CITRA RAYA 2/,03,10.43.110.100,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,2,32,8 GB,8 GB,ADATA SX6000LNP,807 GB,199 GB,608 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",34N4R-W2W76-4WF88-F84RQ-49C2T,"1/25/2024, 15:23:33",1000 MB/s,0 hari 5 jam 7 menit,62,0.39 Menit,"""10.43.110.100""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.110.100 COM8,4,0,ONLINE-2025-09-27 23:57:53,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.110.100 COM9,5,1,ONLINE-2025-09-28 07:02:56,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TL9Z,RUKO GREEN LAKE CROWN H2,03,10.43.24.68,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6405 CPU @ 4.10GHz,1,30,8 GB,8 GB,ADATA LEGEND 850,807 GB,135 GB,672 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",XNM3W-MQWJX-WF962-XK6XR-3DBP2:7N7WP-TQ3P8-JBWPF-XDXKG-TJF9F,"1/25/2024, 15:23:33",1000 MB/s,0 hari 2 jam 12 menit,45,0.48 Menit,"""10.43.24.68""",NEB:Y(60)|PC1:0 N|PCO:N|E01:10.43.24.67 COM8,1,0,ONLINE-2025-09-27 11:27:57,"'-",0,0,NOEDC-0000-00-00 00:00:00,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.24.67 COM9,0,1,OFFLINE-2025-09-27 11:54:33-TIDAK TERIMA RESPONSE DARI EDC,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
